,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
12,-404.93292,148.28613,-71.09003,63.53692,-48.6623,44.931305,-25.140406,25.633743,-15.216269,5.037437,-3.0306966,-6.79053,8.447386,21.070051,21.070051,21.070051,21.070051,21.070051,-7.6276326,2.4055562,-3.5713098,1.6149392,1.6149392,1.6149392,1.6149392,1.6149392,-23.046772,-23.046772,-23.046772,-23.046772,-23.046772,7.2111917,-3.8552575,2.1659882,-1.841446,-1.841446,-1.841446,-1.841446,-1.841446,1
13,-403.1486,147.21767,-71.51229,59.344376,-47.32067,38.230026,-28.291645,25.632074,-13.398209,7.6523166,0.23986307,-4.991201,8.659817,20.99286,20.99286,20.99286,20.99286,20.99286,-7.2052455,3.1196568,-2.6820447,2.2223587,2.2223587,2.2223587,2.2223587,2.2223587,-22.440004,-22.440004,-22.440004,-22.440004,-22.440004,7.755375,-3.3781881,2.2107153,-1.9984597,-1.9984597,-1.9984597,-1.9984597,-1.9984597,1
14,-396.51935,149.30626,-66.69819,58.422356,-37.095566,39.755127,-23.175415,23.213417,-13.07939,4.6141663,-1.9402298,-5.158273,9.746411,20.397661,20.397661,20.397661,20.397661,20.397661,-7.9068284,2.1516318,-3.48404,1.2749804,1.2749804,1.2749804,1.2749804,1.2749804,-22.660702,-22.660702,-22.660702,-22.660702,-22.660702,7.202915,-3.6497345,2.1975167,-1.1561781,-1.1561781,-1.1561781,-1.1561781,-1.1561781,1
15,-403.56534,156.00743,-70.85644,64.741714,-43.901646,44.178642,-26.000708,25.914043,-14.821086,6.2870784,-2.1199396,-5.699456,10.075034,20.564087,20.564087,20.564087,20.564087,20.564087,-8.175496,2.3246434,-3.6837177,1.57345,1.57345,1.57345,1.57345,1.57345,-23.030575,-23.030575,-23.030575,-23.030575,-23.030575,7.627759,-3.7833693,2.387437,-1.5234264,-1.5234264,-1.5234264,-1.5234264,-1.5234264,1
16,-403.42017,149.11388,-73.67309,57.432396,-47.081783,39.592644,-27.518833,25.113113,-13.404525,5.036202,-4.2465916,-8.011183,9.722003,21.04215,21.04215,21.04215,21.04215,21.04215,-7.3430104,2.8898733,-3.1377885,1.8478539,1.8478539,1.8478539,1.8478539,1.8478539,-22.402071,-22.402071,-22.402071,-22.402071,-22.402071,7.6247888,-3.9181852,1.8634186,-1.7647794,-1.7647794,-1.7647794,-1.7647794,-1.7647794,1
17,-403.18872,154.62599,-67.515656,63.46729,-44.651855,43.67385,-25.829597,25.066143,-14.054343,6.3361654,-2.4309547,-5.99998,10.267353,20.523945,20.523945,20.523945,20.523945,20.523945,-8.179256,2.1922126,-3.5684414,1.6453775,1.6453775,1.6453775,1.6453775,1.6453775,-22.957924,-22.957924,-22.957924,-22.957924,-22.957924,7.689157,-3.5762322,2.2859936,-1.5708159,-1.5708159,-1.5708159,-1.5708159,-1.5708159,1
18,-404.14743,145.78288,-71.79552,53.719948,-47.558712,35.706867,-26.323141,23.421417,-13.733815,5.3054223,0.3760545,-2.9980292,11.390271,21.125029,21.125029,21.125029,21.125029,21.125029,-7.118104,3.3134508,-2.1880195,2.5827274,2.5827274,2.5827274,2.5827274,2.5827274,-22.295189,-22.295189,-22.295189,-22.295189,-22.295189,7.6980314,-3.4089723,2.1090405,-1.7096488,-1.7096488,-1.7096488,-1.7096488,-1.7096488,1
19,-402.07626,150.34436,-63.93131,60.098045,-40.663273,40.330338,-23.019238,23.613314,-13.567256,4.842227,-2.4881523,-6.3138447,10.557056,20.598322,20.598322,20.598322,20.598322,20.598322,-8.10403,1.958003,-3.5441072,1.4539976,1.4539976,1.4539976,1.4539976,1.4539976,-22.984259,-22.984259,-22.984259,-22.984259,-22.984259,7.3788733,-3.4588227,2.147665,-1.3272697,-1.3272697,-1.3272697,-1.3272697,-1.3272697,1
20,-404.50168,148.04697,-64.745705,61.4314,-38.10923,41.06125,-19.705715,26.289167,-9.624711,6.0987267,-1.1536754,-5.6818466,9.431171,21.39907,21.39907,21.39907,21.39907,21.39907,-7.571849,2.1761177,-3.6238394,1.1140993,1.1140993,1.1140993,1.1140993,1.1140993,-23.116375,-23.116375,-23.116375,-23.116375,-23.116375,7.0462146,-3.7693572,1.9084443,-1.6159192,-1.6159192,-1.6159192,-1.6159192,-1.6159192,1
21,-403.17355,152.08466,-72.9772,57.789948,-51.700863,37.064613,-29.931498,23.160667,-14.846625,7.572738,-1.3808798,-5.7677855,9.305528,20.531696,20.531696,20.531696,20.531696,20.531696,-7.5190854,3.25897,-2.452831,2.6173613,2.6173613,2.6173613,2.6173613,2.6173613,-22.149542,-22.149542,-22.149542,-22.149542,-22.149542,8.343059,-3.2842152,2.220702,-2.041186,-2.041186,-2.041186,-2.041186,-2.041186,1
22,-407.32776,151.25539,-75.75033,60.928143,-51.835716,43.632977,-28.742971,28.183601,-14.905733,6.00079,-3.0149894,-4.6768885,13.528729,21.28654,21.28654,21.28654,21.28654,21.28654,-7.348016,3.0761647,-2.956418,2.4300222,2.4300222,2.4300222,2.4300222,2.4300222,-22.665245,-22.665245,-22.665245,-22.665245,-22.665245,7.690183,-4.0022016,2.1046884,-1.7940677,-1.7940677,-1.7940677,-1.7940677,-1.7940677,1
23,-400.11407,151.59828,-66.55601,60.46605,-40.979797,42.479553,-21.837809,25.991552,-12.332484,4.8379893,-2.2286723,-5.5134115,9.251817,20.762602,20.762602,20.762602,20.762602,20.762602,-7.9029603,2.1871965,-3.5573711,1.2502046,1.2502046,1.2502046,1.2502046,1.2502046,-22.789402,-22.789402,-22.789402,-22.789402,-22.789402,7.261133,-3.8302968,1.9886107,-1.5466259,-1.5466259,-1.5466259,-1.5466259,-1.5466259,1
24,-397.51782,144.66962,-79.35624,62.664536,-47.176704,38.73592,-27.44975,23.83667,-15.923494,6.8402467,-4.2531147,-8.419804,10.477601,20.72938,20.72938,20.72938,20.72938,20.72938,-6.982467,3.0091133,-3.4638612,1.9757817,1.9757817,1.9757817,1.9757817,1.9757817,-22.343374,-22.343374,-22.343374,-22.343374,-22.343374,7.310043,-4.0356402,2.283217,-1.6553612,-1.6553612,-1.6553612,-1.6553612,-1.6553612,1
25,-403.50284,149.1728,-69.655525,58.9077,-45.00788,43.84105,-21.86759,25.876667,-13.250494,5.7058396,-2.3806555,-5.8819103,11.211871,21.193836,21.193836,21.193836,21.193836,21.193836,-7.4595757,2.5840716,-3.3155015,1.5752195,1.5752195,1.5752195,1.5752195,1.5752195,-22.853102,-22.853102,-22.853102,-22.853102,-22.853102,7.22521,-3.9967546,1.8097432,-1.6417339,-1.6417339,-1.6417339,-1.6417339,-1.6417339,1
26,-403.74158,150.33197,-68.77491,59.46436,-42.64193,42.923725,-21.495138,26.730051,-12.368498,5.405982,-2.5519824,-5.2379584,10.705529,21.211758,21.211758,21.211758,21.211758,21.211758,-7.580109,2.4511628,-3.4074712,1.4244504,1.4244504,1.4244504,1.4244504,1.4244504,-22.894472,-22.894472,-22.894472,-22.894472,-22.894472,7.2185264,-4.019889,1.8537337,-1.5952045,-1.5952045,-1.5952045,-1.5952045,-1.5952045,1
27,-404.70218,156.52205,-68.333496,63.425076,-44.619934,42.462048,-24.666386,27.13825,-13.524724,5.261489,-3.4894204,-6.9930825,9.907559,20.715494,20.715494,20.715494,20.715494,20.715494,-8.2206,2.1958694,-3.6923425,1.5036958,1.5036958,1.5036958,1.5036958,1.5036958,-22.918646,-22.918646,-22.918646,-22.918646,-22.918646,7.7079034,-3.7986057,2.0952942,-1.6855376,-1.6855376,-1.6855376,-1.6855376,-1.6855376,1
28,-396.88528,143.75015,-59.62211,55.19978,-36.779034,37.693478,-19.887209,21.711576,-10.297578,4.4786477,-1.1035424,-6.350126,8.655844,20.70331,20.70331,20.70331,20.70331,20.70331,-7.6532836,1.9815313,-3.2668862,1.1657184,1.1657184,1.1657184,1.1657184,1.1657184,-22.619953,-22.619953,-22.619953,-22.619953,-22.619953,7.0457454,-3.2859266,1.8271539,-1.3839872,-1.3839872,-1.3839872,-1.3839872,-1.3839872,1
29,-399.82135,151.08452,-67.59335,60.715523,-41.995922,42.09198,-23.238453,25.260536,-12.171334,6.7213883,-1.4299219,-6.3331585,9.155339,20.72024,20.72024,20.72024,20.72024,20.72024,-7.7223163,2.4248176,-3.4361799,1.4067924,1.4067924,1.4067924,1.4067924,1.4067924,-22.689468,-22.689468,-22.689468,-22.689468,-22.689468,7.444911,-3.695842,2.0021083,-1.6713065,-1.6713065,-1.6713065,-1.6713065,-1.6713065,1
30,-401.60507,152.04436,-64.05879,58.20868,-39.787643,41.665344,-22.351503,24.11212,-11.349394,6.9607215,-0.8711293,-5.7106895,9.378694,20.734955,20.734955,20.734955,20.734955,20.734955,-7.882722,2.305501,-3.2889178,1.3391099,1.3391099,1.3391099,1.3391099,1.3391099,-22.814833,-22.814833,-22.814833,-22.814833,-22.814833,7.5514655,-3.515027,1.9199061,-1.5481329,-1.5481329,-1.5481329,-1.5481329,-1.5481329,1
31,-398.77966,146.50435,-77.99018,58.36174,-48.708603,37.50871,-31.10588,24.330074,-14.16953,4.9905972,-3.6383665,-7.9025397,8.041826,20.747221,20.747221,20.747221,20.747221,20.747221,-7.0842276,3.219889,-2.9657714,2.1060586,2.1060586,2.1060586,2.1060586,2.1060586,-21.968817,-21.968817,-21.968817,-21.968817,-21.968817,7.666403,-3.8273802,2.141807,-1.8799424,-1.8799424,-1.8799424,-1.8799424,-1.8799424,1
32,-398.38086,149.4748,-63.50207,59.480206,-39.85636,38.93014,-19.783634,23.492426,-12.417668,4.870254,-1.0548803,-4.64746,10.415941,20.546541,20.546541,20.546541,20.546541,20.546541,-7.9511294,2.0899763,-3.3476672,1.486529,1.486529,1.486529,1.486529,1.486529,-22.729765,-22.729765,-22.729765,-22.729765,-22.729765,7.2764482,-3.4728575,2.1127894,-1.4100802,-1.4100802,-1.4100802,-1.4100802,-1.4100802,1
33,-406.35983,153.6114,-72.71944,61.350357,-51.07848,41.358776,-28.987904,27.598545,-13.075902,10.082688,-1.0356032,-5.9010544,9.514687,21.04281,21.04281,21.04281,21.04281,21.04281,-7.3432884,3.2529542,-2.7586198,2.3163652,2.3163652,2.3163652,2.3163652,2.3163652,-22.481728,-22.481728,-22.481728,-22.481728,-22.481728,8.236426,-3.5592883,2.0332553,-2.2823746,-2.2823746,-2.2823746,-2.2823746,-2.2823746,1
34,-405.11258,150.17725,-75.38443,60.355896,-49.359455,41.048595,-28.636238,25.96651,-14.186431,6.3847055,-6.2106566,-9.557942,7.7801156,21.08769,21.08769,21.08769,21.08769,21.08769,-7.327195,2.8340914,-3.4181156,1.7001338,1.7001338,1.7001338,1.7001338,1.7001338,-22.536554,-22.536554,-22.536554,-22.536554,-22.536554,7.7296844,-4.0598335,1.8669711,-2.015701,-2.015701,-2.015701,-2.015701,-2.015701,1
35,-401.50073,152.08456,-69.862785,64.88819,-44.034164,43.840443,-25.21932,24.95434,-14.22941,5.49735,-2.0654457,-6.017067,10.042092,20.598896,20.598896,20.598896,20.598896,20.598896,-8.00836,2.2290041,-3.723519,1.559721,1.559721,1.559721,1.559721,1.559721,-22.961512,-22.961512,-22.961512,-22.961512,-22.961512,7.3710136,-3.7236104,2.3864362,-1.5191056,-1.5191056,-1.5191056,-1.5191056,-1.5191056,1
36,-406.73575,150.43243,-69.88938,63.19071,-42.496307,45.26926,-20.880878,27.95152,-12.1703415,8.210129,0.43820366,-4.607921,11.362218,21.515242,21.515242,21.515242,21.515242,21.515242,-7.4099174,2.6617131,-3.463312,1.4783221,1.4783221,1.4783221,1.4783221,1.4783221,-23.264965,-23.264965,-23.264965,-23.264965,-23.264965,7.165504,-3.9710598,1.9933258,-1.7206168,-1.7206168,-1.7206168,-1.7206168,-1.7206168,1
37,-405.6556,154.84755,-70.02013,63.10022,-43.681335,46.951324,-23.475777,28.75799,-12.7306595,7.4560194,-0.961439,-5.539066,11.386327,21.17285,21.17285,21.17285,21.17285,21.17285,-7.7696104,2.5501695,-3.5773823,1.442103,1.442103,1.442103,1.442103,1.442103,-23.114414,-23.114414,-23.114414,-23.114414,-23.114414,7.430786,-4.0256214,1.9573674,-1.6880989,-1.6880989,-1.6880989,-1.6880989,-1.6880989,1
38,-411.92184,154.55655,-69.29871,66.29575,-45.460907,46.141823,-23.972713,30.465048,-10.879742,8.772329,-1.5285908,-5.9016013,11.661792,21.706533,21.706533,21.706533,21.706533,21.706533,-7.6342196,2.533263,-3.6439748,1.5926008,1.5926008,1.5926008,1.5926008,1.5926008,-23.3752,-23.3752,-23.3752,-23.3752,-23.3752,7.5658183,-3.9606607,1.9610115,-1.969965,-1.969965,-1.969965,-1.969965,-1.969965,1
39,-402.6632,143.67188,-65.47537,47.677204,-45.03464,33.14861,-23.374836,21.414,-12.331827,3.9163594,-0.71281445,-2.1325083,12.222925,21.070406,21.070406,21.070406,21.070406,21.070406,-7.1743007,3.0239787,-1.8949144,2.5168886,2.5168886,2.5168886,2.5168886,2.5168886,-22.13594,-22.13594,-22.13594,-22.13594,-22.13594,7.651687,-3.2321432,1.8121923,-1.4997699,-1.4997699,-1.4997699,-1.4997699,-1.4997699,1
40,-401.28802,149.21161,-68.59632,57.727016,-43.082764,41.714165,-21.580269,25.468924,-13.826943,4.7318096,-0.35321066,-4.5016003,11.374188,20.943926,20.943926,20.943926,20.943926,20.943926,-7.6104126,2.6042204,-3.11562,1.6816252,1.6816252,1.6816252,1.6816252,1.6816252,-22.744345,-22.744345,-22.744345,-22.744345,-22.744345,7.214012,-3.7848585,1.9637147,-1.490818,-1.490818,-1.490818,-1.490818,-1.490818,1
41,-404.8648,150.86002,-67.99222,59.94134,-44.084988,45.52359,-21.27019,27.21008,-12.623804,4.9761786,-1.5965496,-3.1868083,13.027344,21.284008,21.284008,21.284008,21.284008,21.284008,-7.667964,2.4216006,-3.2915955,1.6571919,1.6571919,1.6571919,1.6571919,1.6571919,-23.030943,-23.030943,-23.030943,-23.030943,-23.030943,7.1481733,-4.0074916,1.9423254,-1.482712,-1.482712,-1.482712,-1.482712,-1.482712,1
42,-404.7346,154.25847,-69.22487,61.467697,-44.610943,44.756252,-22.904112,26.452671,-13.520338,6.041088,-0.73576456,-4.3926926,11.617487,20.956161,20.956161,20.956161,20.956161,20.956161,-7.901319,2.5259037,-3.331043,1.6898667,1.6898667,1.6898667,1.6898667,1.6898667,-22.992893,-22.992893,-22.992893,-22.992893,-22.992893,7.485799,-3.8392975,2.0875685,-1.5890476,-1.5890476,-1.5890476,-1.5890476,-1.5890476,1
43,-403.78546,149.70457,-69.23108,61.744026,-39.548016,44.356438,-22.987284,26.765163,-11.112046,6.650049,-0.6111491,-4.3342724,11.89809,21.282925,21.282925,21.282925,21.282925,21.282925,-7.5209665,2.4746408,-3.5173357,1.4058242,1.4058242,1.4058242,1.4058242,1.4058242,-23.06676,-23.06676,-23.06676,-23.06676,-23.06676,7.1069813,-3.941266,2.0837498,-1.4092488,-1.4092488,-1.4092488,-1.4092488,-1.4092488,1
44,-403.4324,153.82841,-68.0062,62.95955,-43.352657,43.15899,-25.786303,26.181627,-12.805386,6.7424383,-1.5315573,-5.863247,11.3341,20.736782,20.736782,20.736782,20.736782,20.736782,-7.978849,2.3560739,-3.4946678,1.679177,1.679177,1.679177,1.679177,1.679177,-22.903051,-22.903051,-22.903051,-22.903051,-22.903051,7.6392984,-3.6210897,2.2028608,-1.559541,-1.559541,-1.559541,-1.559541,-1.559541,1
45,-399.34824,144.56436,-63.200367,53.83851,-39.10041,37.418503,-18.151901,22.529594,-11.422834,6.007868,0.041446216,-4.9251485,10.013081,20.987904,20.987904,20.987904,20.987904,20.987904,-7.3427114,2.4990263,-2.8953543,1.488133,1.488133,1.488133,1.488133,1.488133,-22.620075,-22.620075,-22.620075,-22.620075,-22.620075,7.159382,-3.4662745,1.7336125,-1.5125288,-1.5125288,-1.5125288,-1.5125288,-1.5125288,1
46,-397.44193,138.59752,-57.920406,47.65392,-32.414326,35.65981,-15.9176035,19.99635,-9.904041,3.1961696,-1.1961722,-5.0395074,10.258302,21.105991,21.105991,21.105991,21.105991,21.105991,-7.272912,2.0480132,-2.9338827,1.0205874,1.0205874,1.0205874,1.0205874,1.0205874,-22.668556,-22.668556,-22.668556,-22.668556,-22.668556,6.6292133,-3.4384615,1.4851152,-1.0071609,-1.0071609,-1.0071609,-1.0071609,-1.0071609,1
47,-404.34012,149.42392,-72.52078,57.86578,-50.326538,40.890236,-28.5515,27.172142,-11.788635,7.669473,-2.2947083,-8.64538,6.788896,21.240227,21.240227,21.240227,21.240227,21.240227,-7.073893,3.2278848,-2.8604636,1.8810967,1.8810967,1.8810967,1.8810967,1.8810967,-22.249298,-22.249298,-22.249298,-22.249298,-22.249298,7.903177,-3.7341905,1.6529962,-2.3876734,-2.3876734,-2.3876734,-2.3876734,-2.3876734,1
48,-406.5453,154.8603,-69.00345,63.35305,-42.708447,43.061737,-23.383738,26.118505,-12.270779,6.0794425,-1.8433295,-5.6862197,10.150872,21.030346,21.030346,21.030346,21.030346,21.030346,-8.0011635,2.3458626,-3.6068892,1.470586,1.470586,1.470586,1.470586,1.470586,-23.107756,-23.107756,-23.107756,-23.107756,-23.107756,7.5410247,-3.8230257,2.1502945,-1.6236287,-1.6236287,-1.6236287,-1.6236287,-1.6236287,1
49,-404.9778,146.74704,-84.852196,67.638054,-51.260098,45.416065,-30.555557,28.28777,-15.973685,6.949308,-2.9883614,-5.3187184,11.281153,21.450167,21.450167,21.450167,21.450167,21.450167,-6.8425236,3.3138938,-3.489392,2.195943,2.195943,2.195943,2.195943,2.195943,-22.802715,-22.802715,-22.802715,-22.802715,-22.802715,7.1706815,-4.4186316,2.5357597,-1.8396846,-1.8396846,-1.8396846,-1.8396846,-1.8396846,1
50,-400.9722,145.77032,-69.570366,52.37635,-46.06038,37.42817,-24.037165,23.750553,-14.501261,3.76514,-0.05864518,-3.5648763,13.296356,20.932377,20.932377,20.932377,20.932377,20.932377,-7.300697,3.0275645,-2.3924978,2.3736572,2.3736572,2.3736572,2.3736572,2.3736572,-22.301342,-22.301342,-22.301342,-22.301342,-22.301342,7.429808,-3.5312202,1.9361122,-1.4400967,-1.4400967,-1.4400967,-1.4400967,-1.4400967,1
51,-403.3806,157.1167,-67.340034,60.33357,-43.367832,42.239246,-25.870707,23.116718,-13.882717,5.9972987,-1.8724575,-5.832853,10.106293,20.347267,20.347267,20.347267,20.347267,20.347267,-8.350704,2.31182,-3.3445911,1.6759547,1.6759547,1.6759547,1.6759547,1.6759547,-22.840767,-22.840767,-22.840767,-22.840767,-22.840767,7.929222,-3.483261,2.2444146,-1.4541494,-1.4541494,-1.4541494,-1.4541494,-1.4541494,1
52,-401.53156,153.83617,-67.66954,60.757515,-42.013237,41.679085,-23.461843,25.362156,-12.527685,6.1388354,-1.6488751,-7.4280863,9.052328,20.665506,20.665506,20.665506,20.665506,20.665506,-7.9600515,2.3813467,-3.5299277,1.3557227,1.3557228,1.3557228,1.3557228,1.3557228,-22.751898,-22.751898,-22.751898,-22.751898,-22.751898,7.5940623,-3.6943247,1.9688847,-1.660662,-1.660662,-1.660662,-1.660662,-1.660662,1
53,-404.88828,154.97627,-68.62309,62.87408,-42.596478,41.93676,-24.417946,26.150595,-14.323297,3.9862132,-2.6754174,-6.0178685,10.144048,20.72093,20.72093,20.72093,20.72093,20.72093,-8.272155,2.131455,-3.6935177,1.4736482,1.4736482,1.4736482,1.4736482,1.4736482,-23.063988,-23.063988,-23.063988,-23.063988,-23.063988,7.4862285,-3.7707882,2.2581735,-1.4423132,-1.4423132,-1.4423132,-1.4423132,-1.4423132,1
54,-409.43542,149.73645,-69.995,60.450287,-48.53038,38.718487,-27.04609,24.800821,-15.081713,7.8577003,0.3879782,-3.4949563,12.22254,21.1129,21.1129,21.1129,21.1129,21.1129,-7.543163,2.9455638,-2.646385,2.5716062,2.5716062,2.5716062,2.5716062,2.5716062,-22.951628,-22.951628,-22.951628,-22.951628,-22.951628,7.890737,-3.248594,2.3924224,-1.7540056,-1.7540056,-1.7540056,-1.7540056,-1.7540056,1
55,-404.95947,147.04358,-70.09701,55.03961,-48.548306,38.07265,-26.594137,23.93479,-15.860324,3.3402584,-0.09813823,-3.5837362,12.9916315,20.951817,20.951817,20.951817,20.951817,20.951817,-7.539312,2.935592,-2.4645643,2.5598009,2.5598009,2.5598009,2.5598009,2.5598009,-22.563894,-22.563894,-22.563894,-22.563894,-22.563894,7.561081,-3.3848045,2.190403,-1.4872199,-1.4872199,-1.4872199,-1.4872199,-1.4872199,1
56,-403.88528,145.82027,-67.47261,52.582535,-47.453903,36.85194,-23.562243,23.719208,-12.543951,5.1625333,-1.7903451,-6.550046,9.345404,21.185871,21.185871,21.185871,21.185871,21.185871,-7.194666,2.9526038,-2.5316696,2.032973,2.032973,2.032973,2.032973,2.032973,-22.329592,-22.329592,-22.329592,-22.329592,-22.329592,7.6346846,-3.4927037,1.6179768,-1.9312004,-1.9312004,-1.9312004,-1.9312004,-1.9312004,1
