,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
42,-504.77563,185.45679,-38.153717,61.584614,-12.069298,26.83178,-7.130064,10.884921,-1.1554312,-3.8145802,3.7095602,-4.4314294,0.39970046,25.300995,25.300995,25.300995,25.300995,25.300995,-12.375846,-0.38105997,-4.534095,-0.61556476,-0.61556476,-0.61556476,-0.61556476,-0.61556476,-29.634417,-29.634417,-29.634417,-29.634417,-29.634417,8.703063,-2.0624046,2.7722692,-0.518765,-0.518765,-0.518765,-0.518765,-0.518765,1
43,-509.16602,192.11412,-38.47902,59.626835,-11.06679,24.616993,-7.7117352,8.845459,-1.1956365,-4.05985,3.5145748,-4.464968,-0.9855427,25.143337,25.143337,25.143337,25.143337,25.143337,-12.85089,-0.3185818,-4.3910117,-0.6228931,-0.6228931,-0.6228931,-0.6228931,-0.6228931,-29.707127,-29.707127,-29.707127,-29.707127,-29.707127,9.2357435,-1.9622579,2.8175883,-0.47676724,-0.47676724,-0.47676724,-0.47676724,-0.47676724,1
44,-489.18204,172.62477,-43.322903,56.87727,-22.57157,34.19141,-10.797713,19.844095,-6.543024,-3.590347,-1.3471923,-2.0286624,6.621541,25.242975,25.242975,25.242975,25.242975,25.242975,-10.946889,0.07016279,-4.0543237,0.05964707,0.05964707,0.05964707,0.05964707,0.05964707,-28.564482,-28.564482,-28.564482,-28.564482,-28.564482,7.908184,-2.9166381,2.2108912,-0.5838865,-0.5838865,-0.5838865,-0.5838865,-0.5838865,1
45,-524.1193,196.4545,-36.999638,46.629417,-6.7876573,21.508396,-6.2994614,7.9280596,2.442558,-2.435061,7.6164365,-2.0554254,-5.588238,26.28246,26.28246,26.28246,26.28246,26.28246,-12.569103,0.60251594,-3.1778665,-0.8070852,-0.8070852,-0.8070852,-0.8070852,-0.8070852,-29.983698,-29.983698,-29.983698,-29.983698,-29.983698,9.840904,-1.8464044,2.1824517,-0.7859788,-0.7859788,-0.7859788,-0.7859788,-0.7859788,1
46,-503.90244,180.77682,-37.425117,53.855526,-18.086178,37.899113,-1.1587418,16.232048,-8.546543,-6.2158146,1.873508,2.3900416,4.898304,25.739426,25.739426,25.739426,25.739426,25.739426,-11.994239,-0.4267886,-4.0266757,-0.5162108,-0.5162108,-0.5162108,-0.5162108,-0.5162108,-29.997713,-29.997713,-29.997713,-29.997713,-29.997713,7.736769,-2.913334,2.268982,-0.19978273,-0.19978273,-0.19978273,-0.19978273,-0.19978273,1
47,-503.4731,187.15868,-37.499847,60.83148,-12.846552,27.016685,-7.9185705,9.283048,-3.8117795,-5.3289337,4.2039995,-3.0346549,0.5848746,24.839437,24.839437,24.839437,24.839437,24.839437,-12.784252,-0.52216566,-4.4149556,-0.44658595,-0.44658595,-0.44658595,-0.44658595,-0.44658595,-29.658064,-29.658064,-29.658064,-29.658064,-29.658064,8.774477,-1.8814358,3.0261173,-0.29593188,-0.29593188,-0.29593188,-0.29593188,-0.29593188,1
48,-474.02908,169.22646,-49.29979,70.502594,-20.779959,26.862368,-17.036285,11.962204,-9.75955,0.3347255,0.47541445,-5.6965504,5.4323163,23.436203,23.436203,23.436203,23.436203,23.436203,-11.171389,-0.07103561,-4.78015,0.5094711,0.5094711,0.5094711,0.5094711,0.5094711,-28.109692,-28.109692,-28.109692,-28.109692,-28.109692,8.182269,-2.0480459,3.6171987,-0.3526907,-0.3526907,-0.3526907,-0.3526907,-0.3526907,1
49,-498.58212,166.67079,-34.060936,61.945057,-17.955399,41.66099,-9.904394,22.00356,-8.604485,-0.8918113,2.0134447,-0.32487625,5.5412707,25.898964,25.898964,25.898964,25.898964,25.898964,-11.095218,-0.75281143,-4.5496483,-0.517177,-0.517177,-0.517177,-0.517177,-0.517177,-30.15363,-30.15363,-30.15363,-30.15363,-30.15363,7.1687474,-2.471185,2.5155795,-0.3937775,-0.3937775,-0.3937775,-0.3937775,-0.3937775,1
50,-497.78357,170.2208,-24.290037,53.101616,-29.192535,35.895283,-21.535938,24.272112,-4.7565045,3.1814706,-2.4483407,-6.3303995,-0.47335076,25.376068,25.376068,25.376068,25.376068,25.376068,-10.992652,-0.4190793,-3.4357278,0.088070765,0.088070765,0.088070765,0.088070765,0.088070765,-28.72762,-28.72762,-28.72762,-28.72762,-28.72762,9.042048,-1.4615316,1.5952883,-1.738955,-1.738955,-1.738955,-1.738955,-1.738955,1
51,-473.28088,166.238,-42.726036,70.378006,-31.707779,31.242455,-13.769654,12.346802,-5.866066,4.0798125,-3.5355754,-7.2157307,7.077895,23.77938,23.77938,23.77938,23.77938,23.77938,-10.602953,-0.15574941,-4.5380006,0.86615515,0.86615515,0.86615515,0.86615515,0.86615515,-27.721748,-27.721748,-27.721748,-27.721748,-27.721748,8.474508,-2.0328007,2.8704183,-1.1795216,-1.1795216,-1.1795216,-1.1795216,-1.1795216,1
52,-477.05945,141.87169,-32.15447,69.39825,-31.21106,50.55476,-19.868008,29.072786,-12.537757,4.8323417,0.24443716,-1.3873702,2.9684618,25.423658,25.423658,25.423658,25.423658,25.423658,-9.310252,-0.8039577,-4.5481763,-0.05206434,-0.05206434,-0.05206434,-0.05206434,-0.05206434,-29.244394,-29.244394,-29.244394,-29.244394,-29.244394,6.1998873,-2.121611,2.6274538,-1.3317413,-1.3317413,-1.3317413,-1.3317413,-1.3317413,1
53,-520.53265,184.38205,-27.020536,55.249172,-13.324236,29.254087,-7.8587093,9.508035,-7.1921263,1.2489768,6.8660097,-1.5071826,1.7732446,25.684477,25.684477,25.684477,25.684477,25.684477,-12.651064,-0.5656039,-3.6966386,-0.1783918,-0.1783918,-0.1783918,-0.1783918,-0.1783918,-30.974243,-30.974243,-30.974243,-30.974243,-30.974243,9.123703,-1.0963002,2.7732623,-0.34693614,-0.34693614,-0.34693614,-0.34693614,-0.34693614,1
54,-515.42737,184.65645,-31.439482,54.275654,-15.65703,35.90291,-1.377696,16.463362,-6.0685925,-5.6539054,1.7785058,1.6541008,4.218445,26.243444,26.243444,26.243444,26.243444,26.243444,-12.441234,-0.7863233,-4.0997353,-0.6508231,-0.6508231,-0.6508231,-0.6508231,-0.6508231,-30.630749,-30.630749,-30.630749,-30.630749,-30.630749,8.127997,-2.5519974,2.2169073,-0.26618335,-0.26618335,-0.26618335,-0.26618335,-0.26618335,1
