,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
10,-486.4273,186.23833,-30.769623,55.27372,-15.870483,29.216652,-9.421437,9.474273,-3.35189,3.6899183,3.311003,-0.12628904,11.971963,23.644146,23.644146,23.644146,23.644146,23.644146,-12.218171,-0.21890156,-3.4839916,0.7170248,0.7170248,0.7170248,0.7170248,0.7170248,-28.444216,-28.444216,-28.444216,-28.444216,-28.444216,9.538498,-1.453753,2.6420352,-0.02899568,-0.02899568,-0.02899568,-0.02899568,-0.02899568,1
11,-486.94968,185.36938,-27.993027,54.604992,-15.657313,26.110744,-8.938162,9.286673,-3.8762276,1.000957,1.6897103,-1.0734007,11.006421,23.56102,23.56102,23.56102,23.56102,23.56102,-12.484014,-0.58905095,-3.597169,0.63454217,0.63454217,0.63454217,0.63454217,0.63454217,-28.450443,-28.450443,-28.450443,-28.450443,-28.450443,9.480649,-1.3289518,2.6327465,0.012248668,0.012248668,0.012248668,0.012248668,0.012248668,1
12,-466.06052,186.59764,-40.67758,57.839893,-23.902267,27.596954,-11.455608,10.583996,-5.008771,2.3410497,2.9840543,-3.2128701,8.76569,22.406118,22.406118,22.406118,22.406118,22.406118,-11.868085,0.48206747,-3.4602842,0.9813123,0.9813123,0.9813123,0.9813123,0.9813123,-26.768364,-26.768364,-26.768364,-26.768364,-26.768364,9.680157,-1.7810127,2.6230295,-0.65998596,-0.65998596,-0.65998596,-0.65998596,-0.65998596,1
13,-471.77838,185.12749,-36.59653,57.19601,-18.103409,26.946173,-9.730893,9.110226,-4.0622635,1.3908912,2.8266284,-1.7240129,9.534275,22.771568,22.771568,22.771568,22.771568,22.771568,-12.085711,0.008727048,-3.6388652,0.69893146,0.69893146,0.69893146,0.69893146,0.69893146,-27.406069,-27.406069,-27.406069,-27.406069,-27.406069,9.397647,-1.680659,2.7529461,-0.2281823,-0.2281823,-0.2281823,-0.2281823,-0.2281823,1
14,-461.0938,187.70776,-45.624683,50.5633,-23.561937,28.23858,-11.341612,12.5083475,-2.00412,2.8467314,2.1211364,-1.1052054,11.124305,22.6167,22.6167,22.6167,22.6167,22.6167,-11.207867,1.2536495,-2.8511834,1.1329582,1.1329582,1.1329582,1.1329582,1.1329582,-25.926174,-25.926174,-25.926174,-25.926174,-25.926174,9.79684,-2.3930004,2.0839157,-0.66127753,-0.66127753,-0.66127753,-0.66127753,-0.66127753,1
15,-459.40915,165.32141,-32.958042,67.51317,-29.277143,31.713305,-23.343073,21.306736,-13.9569025,-2.4025998,8.017775,2.2062654,10.049538,22.219917,22.219917,22.219917,22.219917,22.219917,-11.672857,-0.4268354,-3.4698083,1.7966328,1.7966328,1.7966328,1.7966328,1.7966328,-27.270023,-27.270023,-27.270023,-27.270023,-27.270023,8.188399,-0.71679735,3.8459044,-0.47741526,-0.47741526,-0.47741526,-0.47741526,-0.47741526,1
16,-469.17938,183.42493,-38.780315,58.152706,-20.113527,28.949413,-10.214962,9.663038,-4.1608853,1.8717828,3.0697596,-1.8209177,8.92456,22.778595,22.778595,22.778595,22.778595,22.778595,-11.823917,0.18627398,-3.6407638,0.7103257,0.7103257,0.7103257,0.7103257,0.7103257,-27.247652,-27.247652,-27.247652,-27.247652,-27.247652,9.267942,-1.8130764,2.7327766,-0.38767156,-0.38767156,-0.38767156,-0.38767156,-0.38767156,1
17,-471.07178,177.14613,-34.350777,56.07222,-20.911457,34.266605,-10.423727,14.830765,-6.8836193,2.62933,2.874381,1.1330991,12.574491,23.26425,23.26425,23.26425,23.26425,23.26425,-11.461016,-0.0468034,-3.4688902,0.8156342,0.8156342,0.8156342,0.8156342,0.8156342,-27.701836,-27.701836,-27.701836,-27.701836,-27.701836,8.712585,-1.8923125,2.5496354,-0.18266578,-0.18266578,-0.18266578,-0.18266578,-0.18266578,1
18,-443.58502,157.10454,-48.161526,71.81679,-30.076996,35.966747,-18.49262,17.495914,-7.76391,5.914833,2.0723076,0.19145274,12.4695635,22.465773,22.465773,22.465773,22.465773,22.465773,-9.677055,0.4897468,-3.990476,1.5401522,1.5401522,1.5401522,1.5401522,1.5401522,-26.21886,-26.21886,-26.21886,-26.21886,-26.21886,7.716258,-2.1269748,3.4233506,-0.7602656,-0.7602656,-0.7602656,-0.7602656,-0.7602656,1
19,-482.7051,188.03659,-31.516672,59.015465,-19.255337,31.27956,-12.966045,10.297381,-6.7605214,2.1128747,1.4657665,-2.4403412,11.77874,22.998768,22.998768,22.998768,22.998768,22.998768,-12.676222,-0.5795094,-3.929796,0.7275953,0.7275953,0.7275953,0.7275953,0.7275953,-28.37824,-28.37824,-28.37824,-28.37824,-28.37824,9.575572,-1.4131758,2.8611276,0.018978626,0.018978626,0.018978626,0.018978626,0.018978626,1
20,-442.32336,167.1672,-49.49681,65.17443,-28.716612,33.72545,-21.425531,18.648869,-5.889316,5.087837,2.0149438,-0.4488737,7.5478783,22.081245,22.081245,22.081245,22.081245,22.081245,-10.054251,0.9394208,-3.5339594,1.2642485,1.2642485,1.2642485,1.2642485,1.2642485,-25.516947,-25.516947,-25.516947,-25.516947,-25.516947,8.534111,-2.2135537,3.0438802,-1.0611287,-1.0611287,-1.0611287,-1.0611287,-1.0611287,1
21,-477.6697,183.66977,-34.00355,53.863064,-19.25489,31.284458,-6.835776,11.116073,-5.6100855,1.5223668,2.587839,1.0209192,11.737962,23.37224,23.37224,23.37224,23.37224,23.372238,-11.9414015,-0.058921754,-3.4023147,0.7072386,0.7072386,0.7072386,0.7072386,0.7072386,-27.930798,-27.930798,-27.930798,-27.930798,-27.930798,9.10412,-1.8985187,2.4824367,-0.11472863,-0.11472863,-0.11472863,-0.11472863,-0.11472863,1
22,-467.54633,176.04097,-29.187958,48.889957,-27.297596,31.430794,-15.923262,17.509937,-7.437965,3.070026,-1.2450988,1.2278652,16.27145,22.89851,22.89851,22.89851,22.89851,22.89851,-11.300325,0.0018341144,-2.6787853,1.6430635,1.6430635,1.6430635,1.6430635,1.6430635,-26.847002,-26.847002,-26.847002,-26.847002,-26.847002,9.380229,-1.5672044,2.1091683,-0.311417,-0.311417,-0.311417,-0.311417,-0.311417,1
23,-471.86542,185.38828,-37.551617,54.309616,-21.317333,33.590275,-7.4678664,10.773444,-8.530507,-0.5890004,2.029573,2.5511034,12.867851,22.815722,22.815722,22.815722,22.815722,22.815722,-12.16781,-0.06023782,-3.440242,0.854261,0.854261,0.854261,0.854261,0.854261,-27.674782,-27.674782,-27.674782,-27.674782,-27.674782,8.979834,-2.1312037,2.7047167,0.124210164,0.124210164,0.124210164,0.124210164,0.124210164,1
24,-473.52637,179.92232,-33.55273,50.322884,-26.20608,35.411587,-15.328848,17.234991,-10.535884,3.5045493,1.3443468,5.0561666,16.507843,23.090607,23.090607,23.090607,23.090607,23.090607,-11.531984,0.20495169,-2.623945,1.6567563,1.6567563,1.6567563,1.6567563,1.6567563,-27.523708,-27.523708,-27.523708,-27.523708,-27.523708,9.274309,-1.7738569,2.5113697,-0.039512653,-0.039512653,-0.039512653,-0.039512653,-0.039512653,1
25,-481.15488,187.47676,-33.287807,57.910343,-18.780878,30.419613,-9.960072,11.855077,-4.617989,4.1580157,2.876613,-1.7676926,9.599696,23.307453,23.307453,23.307453,23.307453,23.307453,-12.1759205,-0.11396765,-3.682013,0.58227813,0.58227813,0.58227813,0.58227813,0.58227813,-28.10893,-28.10893,-28.10893,-28.10893,-28.10893,9.57254,-1.621888,2.5860796,-0.38897136,-0.38897136,-0.38897136,-0.38897136,-0.38897136,1
26,-465.4738,173.77644,-26.015308,52.91984,-28.140987,34.085304,-20.97726,17.080755,-7.3862076,10.171757,4.279543,1.3289771,9.98828,22.558413,22.558413,22.558413,22.558413,22.558413,-11.050765,0.29066935,-2.3889651,1.6308783,1.6308783,1.6308783,1.6308783,1.6308783,-26.935946,-26.935946,-26.935946,-26.935946,-26.935946,9.761988,-0.7208236,2.464165,-0.9574949,-0.9574949,-0.9574949,-0.9574949,-0.9574949,1
27,-468.24896,174.63235,-26.08136,53.487465,-27.932116,32.343216,-21.783482,15.171392,-9.271364,7.927266,3.7727334,4.0149035,12.398872,22.416317,22.416317,22.416317,22.416317,22.416317,-11.447898,0.048090935,-2.318258,2.0034554,2.0034554,2.0034554,2.0034554,2.0034554,-27.185072,-27.185072,-27.185072,-27.185072,-27.185072,9.768897,-0.5826608,2.907557,-0.52724653,-0.52724653,-0.52724653,-0.52724653,-0.52724653,1
28,-472.11002,178.90712,-31.59475,50.236168,-26.017828,31.76197,-15.806037,16.420094,-8.075371,2.3201644,0.44554123,4.2942986,18.022432,23.029678,23.029678,23.029678,23.029678,23.029678,-11.553501,0.082603164,-2.592172,1.8693542,1.8693542,1.8693542,1.8693542,1.8693542,-27.212784,-27.212784,-27.212784,-27.212784,-27.212784,9.392184,-1.5898534,2.4951775,-0.012273157,-0.012273157,-0.012273157,-0.012273157,-0.012273157,1
29,-471.5315,179.67249,-31.995419,50.508503,-27.370428,33.775173,-16.922789,18.991282,-8.450332,2.9343672,0.29706296,3.7706177,17.372808,23.06155,23.06155,23.06155,23.06155,23.06155,-11.481733,0.158397,-2.6193037,1.7890345,1.7890345,1.7890345,1.7890345,1.7890345,-27.149162,-27.149162,-27.149162,-27.149162,-27.149162,9.418516,-1.7001337,2.3552878,-0.19012208,-0.19012208,-0.19012208,-0.19012208,-0.19012208,1
30,-489.395,183.07089,-27.113836,53.684727,-14.411935,25.987574,-7.4313583,8.375924,-3.4748065,1.8792763,3.0451882,0.45740676,11.794288,23.854393,23.854393,23.854393,23.854393,23.854393,-12.29144,-0.5086274,-3.4132993,0.71151394,0.71151394,0.71151394,0.71151394,0.71151394,-28.679773,-28.679773,-28.679773,-28.679773,-28.679773,9.349748,-1.2498538,2.66529,0.09105591,0.09105591,0.09105591,0.09105591,0.09105591,1
31,-472.94058,186.46486,-36.597275,56.55648,-18.890335,27.523727,-9.267809,8.792886,-3.529929,1.8073686,2.5874007,-1.329291,8.837011,22.837547,22.837547,22.837547,22.837547,22.837547,-12.088877,0.074688956,-3.5467453,0.6845872,0.6845872,0.6845872,0.6845872,0.6845872,-27.400446,-27.400446,-27.400446,-27.400446,-27.400446,9.515478,-1.7237958,2.6824584,-0.33397076,-0.33397076,-0.33397076,-0.33397076,-0.33397076,1
32,-473.7763,180.69305,-31.7588,54.185402,-19.258913,31.81888,-7.3494244,11.205662,-5.7649884,1.4513195,2.853498,1.9962221,12.276851,23.167255,23.167255,23.167255,23.167255,23.167255,-11.8839245,-0.2229737,-3.3595028,0.7887764,0.7887764,0.7887764,0.7887764,0.7887764,-27.809294,-27.809294,-27.809294,-27.809294,-27.809294,8.939852,-1.7405388,2.577744,-0.0491202,-0.0491202,-0.0491202,-0.0491202,-0.0491202,1
33,-468.8897,169.2183,-27.659536,61.511974,-30.257685,32.298542,-14.638425,11.902194,-9.923522,10.185997,-0.016689964,3.145125,15.833634,22.679087,22.679087,22.679087,22.679087,22.679087,-11.108691,-0.38557616,-3.0375767,2.0738716,2.0738716,2.0738716,2.0738716,2.0738716,-27.684347,-27.684347,-27.684347,-27.684347,-27.684347,9.286123,-0.88797164,3.1127944,-0.46657062,-0.46657062,-0.46657062,-0.46657062,-0.46657062,1
34,-461.7647,169.98569,-35.634064,59.50176,-30.993328,36.228325,-17.44993,22.134739,-8.264758,-1.3328167,-2.6259463,-1.5063825,13.591244,23.05903,23.05903,23.05903,23.05903,23.05903,-11.072613,-0.31846172,-3.7477922,1.1885763,1.1885763,1.1885763,1.1885763,1.1885763,-26.837349,-26.837349,-26.837349,-26.837349,-26.837349,8.356852,-2.1497977,2.3892348,-0.58860445,-0.58860445,-0.58860445,-0.58860445,-0.58860445,1
35,-469.16443,180.05318,-31.049362,50.36099,-25.818012,31.029028,-15.180093,16.684256,-7.083222,2.8344798,-0.52910686,1.1766928,15.590832,22.843744,22.843744,22.843744,22.843744,22.843744,-11.561532,0.04377172,-2.8193781,1.5255095,1.5255095,1.5255095,1.5255095,1.5255095,-26.959322,-26.959322,-26.959322,-26.959322,-26.959322,9.510717,-1.6366731,2.2348666,-0.27143177,-0.27143177,-0.27143177,-0.27143177,-0.27143177,1
36,-476.22278,182.94028,-33.5602,53.78608,-18.398874,31.580463,-6.2552953,10.501237,-6.0439353,0.46572995,3.062976,2.5509768,12.86208,23.263374,23.263374,23.263374,23.263374,23.263374,-12.029592,-0.16396157,-3.3762162,0.7759398,0.7759398,0.7759398,0.7759398,0.7759398,-27.952614,-27.952614,-27.952614,-27.952614,-27.952614,8.942321,-1.8807362,2.6250627,0.0949538,0.0949538,0.0949538,0.0949538,0.0949538,1
37,-472.273,184.94772,-36.895416,56.2405,-18.275103,27.558386,-9.611435,8.076738,-4.4689574,1.0547009,3.2370472,-1.0586033,8.873687,22.774818,22.774818,22.774818,22.774818,22.774818,-12.099277,0.05171825,-3.542081,0.69031864,0.69031864,0.69031864,0.69031864,0.69031864,-27.455904,-27.455904,-27.455904,-27.455904,-27.455904,9.365547,-1.6731253,2.7895107,-0.20043589,-0.20043589,-0.20043589,-0.20043589,-0.20043589,1
38,-468.42084,178.058,-31.864532,53.547157,-28.967577,34.60981,-18.52344,20.062649,-6.46067,4.8357477,-2.1001658,-2.4804602,13.24997,23.026657,23.026657,23.026657,23.026657,23.026657,-11.220038,0.056498177,-3.1832266,1.2536504,1.2536504,1.2536504,1.2536504,1.2536504,-26.896214,-26.896214,-26.896214,-26.896214,-26.896214,9.4784,-1.7702776,1.9920038,-0.7451473,-0.7451473,-0.7451473,-0.7451473,-0.7451473,1
39,-476.6843,178.55373,-28.3672,57.712387,-25.21096,32.07272,-17.963186,13.348911,-8.697382,6.013656,4.6964374,2.6588602,14.419582,22.85836,22.85836,22.85836,22.85836,22.85836,-11.877167,-0.14230485,-2.8890705,1.8044097,1.8044097,1.8044097,1.8044097,1.8044097,-27.919596,-27.919596,-27.919596,-27.919596,-27.919596,9.5940485,-0.77561975,3.0916746,-0.23402499,-0.23402499,-0.23402499,-0.23402499,-0.23402499,1
40,-468.35867,182.5273,-38.062397,57.3198,-18.975431,28.816212,-9.883354,9.430453,-4.0046263,1.5423237,3.7333372,-1.6550527,8.531369,22.766336,22.766336,22.766336,22.766336,22.766336,-11.807553,0.17343926,-3.6073694,0.63264436,0.63264436,0.63264436,0.63264436,0.63264436,-27.23746,-27.23746,-27.23746,-27.23746,-27.23746,9.176955,-1.7702696,2.7197762,-0.3453467,-0.3453467,-0.3453467,-0.3453467,-0.3453467,1
41,-467.922,176.34436,-29.812586,50.431095,-25.941053,33.28074,-16.917831,18.85485,-5.190056,5.5416937,-2.782173,-3.777475,11.668819,23.118307,23.118307,23.118307,23.118307,23.118307,-11.057873,0.008825907,-3.1851325,0.9037168,0.9037168,0.9037168,0.9037168,0.9037168,-26.864025,-26.864025,-26.864025,-26.864025,-26.864025,9.429631,-1.774336,1.7173082,-0.7498697,-0.7498697,-0.7498697,-0.7498697,-0.7498697,1
42,-482.32718,183.26463,-29.290741,57.997307,-16.511177,29.73223,-10.373081,11.147326,-4.3868036,1.8659602,1.7578796,-2.9684515,10.084646,23.41633,23.41633,23.41633,23.41633,23.41633,-12.307412,-0.64226186,-3.9800353,0.38769677,0.38769677,0.38769677,0.38769677,0.38769677,-28.378735,-28.378735,-28.378735,-28.378735,-28.378735,9.214599,-1.4549443,2.6249368,-0.12373292,-0.12373292,-0.12373292,-0.12373292,-0.12373292,1
43,-472.84198,184.05708,-35.824493,55.8895,-17.595085,26.902729,-10.21749,6.988578,-4.7856364,0.5032817,3.3273394,-0.9514364,9.304168,22.720785,22.720785,22.720785,22.720785,22.720785,-12.192048,-0.06410961,-3.532725,0.7439813,0.7439813,0.7439813,0.7439813,0.7439813,-27.540009,-27.540009,-27.540009,-27.540009,-27.540009,9.34016,-1.5323106,2.888366,-0.058472548,-0.058472548,-0.058472548,-0.058472548,-0.058472548,1
44,-472.8961,174.59271,-30.537636,59.49642,-21.11649,33.366455,-15.106725,15.637279,-6.5642743,3.908577,2.5145047,-1.3097551,11.36075,23.219881,23.219881,23.219881,23.219881,23.219881,-11.542083,-0.38632864,-3.7117505,0.82323474,0.82323474,0.82323474,0.82323474,0.82323474,-27.88845,-27.88845,-27.88845,-27.88845,-27.88845,8.843547,-1.4075661,2.7196405,-0.32255432,-0.32255432,-0.32255432,-0.32255432,-0.32255432,1
45,-471.168,179.9487,-34.071545,49.732616,-25.617626,34.84242,-13.585221,18.477709,-9.081716,1.3721608,-1.0677354,2.8926756,16.487179,23.16691,23.16691,23.16691,23.16691,23.16691,-11.4969015,0.060683023,-2.935785,1.3416569,1.3416569,1.3416569,1.3416569,1.3416569,-27.277437,-27.277437,-27.277437,-27.277437,-27.277437,9.088374,-2.1283753,2.1921597,-0.06514434,-0.06514434,-0.06514434,-0.06514434,-0.06514434,1
46,-469.9988,177.34615,-30.904478,50.328316,-26.145819,31.88596,-16.583054,17.714743,-5.0108747,4.9807873,-2.16849,-3.0541024,13.140275,23.187634,23.187634,23.187634,23.187634,23.187634,-11.1240835,0.1166673,-3.063931,1.1403227,1.1403227,1.1403227,1.1403227,1.1403227,-26.904049,-26.904049,-26.904049,-26.904049,-26.904049,9.51964,-1.7341487,1.8254237,-0.6448623,-0.6448623,-0.6448623,-0.6448623,-0.6448623,1
47,-444.43967,177.721,-66.6727,53.99022,-19.03696,29.363647,-10.043384,12.594124,-4.832826,2.061113,4.2379165,1.5823035,8.437373,22.52798,22.52798,22.52798,22.52798,22.52798,-9.848642,2.3248982,-3.153359,0.7430482,0.7430482,0.7430482,0.7430482,0.7430482,-25.25968,-25.25968,-25.25968,-25.25968,-25.25968,8.458395,-3.6304562,2.6018448,-0.40304235,-0.40304235,-0.40304235,-0.40304235,-0.40304235,1
48,-471.52908,177.41714,-32.092484,51.537167,-26.021738,34.488544,-15.860923,18.581156,-9.54985,2.2066433,0.9538507,4.4006066,15.905201,23.113724,23.113724,23.113724,23.113724,23.113724,-11.482756,0.02050256,-2.7645366,1.5783163,1.5783163,1.5783163,1.5783163,1.5783163,-27.395231,-27.395231,-27.395231,-27.395231,-27.395231,9.089302,-1.7230927,2.5055866,-0.11726835,-0.11726835,-0.11726835,-0.11726835,-0.11726835,1
49,-487.001,185.87079,-27.863363,54.75958,-14.996805,26.627993,-7.863579,9.188504,-2.8769937,1.8865483,2.2516532,0.09548666,11.370655,23.63862,23.63862,23.63862,23.63862,23.63862,-12.416447,-0.52264816,-3.523455,0.64668053,0.64668053,0.64668053,0.64668053,0.64668053,-28.461052,-28.461052,-28.461052,-28.461052,-28.461052,9.494599,-1.3619555,2.6351278,-0.0006676692,-0.0006676692,-0.0006676692,-0.0006676692,-0.0006676692,1
50,-466.87595,174.48575,-34.982243,57.575333,-22.07694,35.639908,-12.42044,15.506163,-8.154379,3.160421,3.077225,1.4526242,13.338897,23.018929,23.018929,23.018929,23.018929,23.018929,-11.321659,-0.054924782,-3.4953542,0.9625181,0.9625181,0.9625181,0.9625181,0.9625181,-27.564512,-27.564512,-27.564512,-27.564512,-27.564512,8.5739,-1.8342296,2.7035298,-0.1396453,-0.1396453,-0.1396453,-0.1396453,-0.1396453,1
51,-453.79974,162.3506,-32.171402,67.99889,-31.783918,33.160053,-23.437078,21.281902,-13.310352,-0.57022405,9.826668,2.6992395,10.906395,22.023022,22.023022,22.023022,22.023022,22.023022,-11.336455,-0.21076822,-3.2283447,2.0675697,2.0675697,2.0675697,2.0675697,2.0675697,-26.910847,-26.910847,-26.910847,-26.910847,-26.910847,8.166207,-0.5404099,3.8186073,-0.67221606,-0.67221606,-0.67221606,-0.67221606,-0.67221606,1
52,-470.8505,184.83044,-35.96853,56.82282,-17.497839,27.205563,-8.56209,10.19166,-3.4316335,0.76209176,3.1391869,-1.6925958,9.008733,22.849245,22.849245,22.849245,22.849245,22.849245,-12.049822,-0.010546837,-3.6651177,0.55507994,0.55507994,0.55507994,0.55507994,0.55507994,-27.352869,-27.352869,-27.352869,-27.352869,-27.352869,9.271822,-1.7601783,2.639512,-0.28853267,-0.28853267,-0.28853267,-0.28853267,-0.28853267,1
53,-469.44867,176.19014,-31.824854,48.5093,-24.731743,33.305515,-13.6822,17.011421,-8.320257,0.7976349,-0.4557642,3.3016145,16.633465,23.134317,23.134317,23.134317,23.134317,23.134317,-11.383374,-0.018829333,-2.7942772,1.428137,1.428137,1.428137,1.428137,1.428137,-27.18026,-27.18026,-27.18026,-27.18026,-27.18026,8.955418,-1.8961833,2.2410848,0.013534698,0.013534698,0.013534698,0.013534698,0.013534698,1
54,-467.47113,185.60834,-38.58283,58.579033,-20.918716,28.710556,-10.687179,9.698753,-4.652354,1.6442457,3.2472765,-1.5611136,9.461741,22.491154,22.491154,22.491154,22.491154,22.491154,-12.0265665,0.16728303,-3.6026733,0.8420204,0.84202045,0.84202045,0.84202045,0.84202045,-27.107569,-27.107569,-27.107569,-27.107569,-27.107569,9.43137,-1.7369667,2.8068404,-0.37015995,-0.37015995,-0.37015995,-0.37015995,-0.37015995,1
55,-470.98526,186.01196,-36.664124,57.425056,-18.38169,27.338987,-9.91276,8.455489,-4.7610674,1.8358902,3.3740263,-1.405736,9.388754,22.594067,22.594067,22.594067,22.594067,22.594067,-12.174422,0.029047428,-3.5985088,0.7466929,0.7466929,0.7466929,0.7466929,0.7466929,-27.403387,-27.403387,-27.403387,-27.403387,-27.403387,9.473907,-1.6069372,2.8364363,-0.21145381,-0.21145381,-0.21145381,-0.21145381,-0.21145381,1
56,-470.99774,182.18097,-34.77806,55.08392,-16.369717,26.394056,-7.860825,8.284572,-3.320227,0.48759598,3.3704298,-1.1098963,9.038091,22.902758,22.902758,22.902758,22.902758,22.902758,-11.958163,-0.05342522,-3.5471191,0.56308174,0.56308174,0.56308174,0.56308174,0.56308174,-27.411827,-27.411827,-27.411827,-27.411827,-27.411827,9.145286,-1.6563067,2.6614954,-0.16254449,-0.16254449,-0.16254449,-0.16254449,-0.16254449,1
